
=== strategy=seu-us  seed=0  missing_rate=0.2 ===
 Round  #Remaining        Mean         Min         Max    #Pos
  2171        1243    -0.14003    -2.69233     0.00000       0
  2172        1242    -0.12289    -2.84753     0.00000       0
  2173        1241    -0.13523    -2.90329     0.00000       0
  2174        1240    -0.14314    -2.73731     0.00000       0
  2175        1239    -0.09645    -2.84716     0.00000       0
  2176        1238    -0.14366    -2.84683     0.00000       0
  2177        1237    -0.13078    -2.49762     0.00000       0
  2178        1236    -0.12333    -2.85249     0.00000       0
  2179        1235    -0.12883    -2.84648     0.00000       0
  2180        1234    -0.14813    -2.90328     0.00000       0
  2181        1233    -0.14041    -2.90328     0.00000       0
  2182        1232    -0.12480    -2.90328     0.00000       0
  2183        1231    -0.13463    -2.90328     0.00000       0
  2184        1230    -0.13138    -2.73178     0.00000       0
  2185        1229    -0.09746    -2.73051     0.00000       0
  2186        1228    -0.13990    -2.54178     0.00000       0
  2187        1227    -0.12692    -2.37686     0.00000       0
  2188        1226    -0.11355    -2.73051     0.00000       0
  2189        1225    -0.10477    -2.18424     0.00000       0
  2190        1224    -0.13089    -2.69235     0.00000       0
  2191        1223    -0.11022    -2.18773     0.00000       0
  2192        1222    -0.09507    -2.84546     0.00000       0
  2193        1221    -0.12822    -2.73402     0.00000       0
  2194        1220    -0.16073    -2.54185     0.00000       0
  2195        1219    -0.12978    -2.73276     0.00000       0
  2196        1218    -0.13890    -2.69238     0.00000       0
  2197        1217    -0.06548    -2.85596     0.00000       0
  2198        1216    -0.12434    -2.90328     0.00000       0
  2199        1215    -0.15607    -2.90328     0.00000       0
  2200        1214    -0.13861    -2.90328     0.00000       0
  2201        1213    -0.16469    -2.73223     0.00000       0
  2202        1212    -0.15140    -2.84675     0.00000       0
  2203        1211    -0.13058    -2.69239     0.00000       1
  2204        1210    -0.16791    -2.85596     0.00000       0
  2205        1209    -0.13899    -2.90327     0.00000       0
  2206        1208    -0.13510    -2.49727     0.00000       0
  2207        1207    -0.10843    -2.33360     0.00000       0
  2208        1206    -0.13128    -2.50067     0.00000       0
  2209        1205    -0.11532    -2.69237     0.00000       0
  2210        1204    -0.12112    -2.85596     0.00000       0
  2211        1203    -0.15972    -2.85596     0.00000       0
  2212        1202    -0.07017    -2.20261     0.00000       0
  2213        1201    -0.12521    -2.90328     0.00000       0
  2214        1200    -0.18077    -2.54550     0.00000       0
  2215        1199    -0.13577    -2.84452     0.00000       0
  2216        1198    -0.11387    -2.52916     0.00000       0
  2217        1197    -0.07372    -2.69221     0.00000       0
  2218        1196    -0.14488    -2.85595     0.00000       0
  2219        1195    -0.10556    -2.69218     0.00000       0
  2220        1194    -0.15037    -2.90327     0.00000       0
  2221        1193    -0.11671    -2.52916     0.00000       0
  2222        1192    -0.11730    -2.69219     0.00000       0
  2223        1191    -0.14316    -2.85595     0.00000       0
  2224        1190    -0.15817    -2.54923     0.00000       0
  2225        1189    -0.15022    -2.90327     0.00000       0
  2226        1188    -0.11402    -2.54924     0.00000       0
  2227        1187    -0.14007    -2.90326     0.00000       0
  2228        1186    -0.12835    -2.72715     0.00000       0
  2229        1185    -0.13438    -2.85596     0.00000       0
  2230        1184    -0.13185    -2.90326     0.00000       0
  2231        1183    -0.14879    -2.85596     0.00000       0
  2232        1182    -0.13999    -2.85596     0.00000       0
  2233        1181    -0.14828    -2.16801     0.00000       0
  2234        1180    -0.18630    -2.90326     0.00000       0
  2235        1179    -0.14476    -2.74033     0.00000       0
  2236        1178    -0.17953    -2.85596     0.00000       0
  2237        1177    -0.13185    -2.54925     0.00000       0
  2238        1176    -0.13547    -2.90326     0.00000       0
  2239        1175    -0.10026    -2.55247     0.00000       0
  2240        1174    -0.11543    -2.90679     0.00000       0
  2241        1173    -0.11213    -2.74397     0.00000       0
  2242        1172    -0.09653    -2.17229     0.00000       0
  2243        1171    -0.14031    -2.53612     0.00000       0
  2244        1170    -0.15311    -2.74538     0.00000       0
  2245        1169    -0.14116    -2.69254     0.00000       0
  2246        1168    -0.14930    -2.90684     0.00000       0
  2247        1167    -0.15141    -2.75483     0.00000       0
  2248        1166    -0.17022    -2.85596     0.00000       0
  2249        1165    -0.13455    -2.37831     0.00000       1
  2250        1164    -0.16144    -2.90683    -0.00000       0
  2251        1163    -0.12098    -2.69296     0.00000       0
  2252        1162    -0.13568    -2.85596    -0.00000       0
  2253        1161    -0.10394    -2.55112     0.00000       0
  2254        1160    -0.11667    -2.90683     0.00000       0
  2255        1159    -0.13790    -2.69294     0.00000       0
  2256        1158    -0.14049    -2.90683     0.00000       1
  2257        1157    -0.14842    -2.75589    -0.00000       0
  2258        1156    -0.14436    -2.75589     0.00000       0
  2259        1155    -0.08522    -1.78433    -0.00000       0
  2260        1154    -0.18060    -2.90683    -0.00000       0
  2261        1153    -0.14561    -2.84867     0.00000       1
  2262        1152    -0.14038    -2.38174    -0.00000       0
  2263        1151    -0.12702    -2.85914     0.00000       2
  2264        1150    -0.13617    -2.85914     0.00000       1
  2265        1149    -0.11010    -2.75449     0.00000       0
  2266        1148    -0.12450    -2.84752     0.00000       0
  2267        1147    -0.11331    -2.55567     0.00000       0
  2268        1146    -0.12356    -2.55565    -0.00000       0
  2269        1145    -0.13742    -2.76158     0.00000       0
  2270        1144    -0.12522    -2.90682     0.00000       0
  2271        1143    -0.13762    -2.90682     0.00000       0
  2272        1142    -0.13790    -2.90682     0.00000       0
  2273        1141    -0.13071    -2.90682     0.00000       0
  2274        1140    -0.15051    -2.69657     0.00000       0
  2275        1139    -0.15157    -2.69652    -0.00000       0
  2276        1138    -0.10964    -2.38147     0.00000       0
  2277        1137    -0.12143    -2.55457    -0.00000       0
  2278        1136    -0.14162    -2.69652     0.00000       0
  2279        1135    -0.15022    -2.85978    -0.00000       0
  2280        1134    -0.13206    -2.55556     0.00000       0
  2281        1133    -0.11587    -2.69672    -0.00000       0
  2282        1132    -0.12694    -2.76501     0.00000       2
  2283        1131    -0.16902    -2.91835     0.00000       0
  2284        1130    -0.13722    -2.76569     0.00000       1
  2285        1129    -0.13885    -2.91834     0.00000       0
  2286        1128    -0.11768    -2.86033    -0.00000       0
  2287        1127    -0.13900    -2.87501     0.00000       0
  2288        1126    -0.12553    -2.91834     0.00000       0
  2289        1125    -0.13750    -2.85895     0.00000       0
  2290        1124    -0.10680    -2.69396     0.00000       0
  2291        1123    -0.09048    -2.51921     0.00000       0
  2292        1122    -0.10598    -2.76171     0.00000       0
  2293        1121    -0.14124    -2.85860    -0.00000       0
  2294        1120    -0.12088    -2.85860    -0.00000       0
  2295        1119    -0.13905    -2.91833    -0.00000       0
  2296        1118    -0.15086    -2.91832    -0.00000       0
  2297        1117    -0.14303    -2.17577    -0.00000       0
  2298        1116    -0.13895    -2.69385     0.00000       0
  2299        1115    -0.11991    -2.87500    -0.00000       0
  2300        1114    -0.12671    -2.38142    -0.00000       0
  2301        1113    -0.13286    -2.57830     0.00000       0
  2302        1112    -0.12280    -2.12002     0.00000       0
  2303        1111    -0.14063    -2.91835     0.00000       0
  2304        1110    -0.13808    -2.91835     0.00000       0
  2305        1109    -0.15745    -2.91835     0.00000       0
  2306        1108    -0.15243    -2.91834    -0.00000       0
  2307        1107    -0.12289    -2.91834     0.00000       0
  2308        1106    -0.15593    -2.87499    -0.00000       0
  2309        1105    -0.10609    -2.91834     0.00000       0
  2310        1104    -0.15579    -2.74971     0.00000       0
  2311        1103    -0.13464    -2.88397    -0.00000       0
  2312        1102    -0.12884    -2.91834     0.00000       0
  2313        1101    -0.15120    -2.56167     0.00000       0
  2314        1100    -0.11152    -2.92703     0.00000       0
  2315        1099    -0.09215    -2.23860     0.00000       0
  2316        1098    -0.14111    -2.14533     0.00000       0
  2317        1097    -0.10524    -2.75300    -0.00000       0
  2318        1096    -0.16767    -2.88399    -0.00000       0
  2319        1095    -0.10549    -2.88399    -0.00000       0
  2320        1094    -0.16320    -2.86734     0.00000       0
  2321        1093    -0.15013    -2.88400     0.00000       0
  2322        1092    -0.15400    -2.88399     0.00000       0
  2323        1091    -0.12689    -2.88399    -0.00000       0
  2324        1090    -0.15258    -2.92702     0.00000       0
  2325        1089    -0.13139    -2.23845    -0.00000       0
  2326        1088    -0.16276    -2.88399     0.00000       0
  2327        1087    -0.13410    -2.92702    -0.00000       0
  2328        1086    -0.16414    -2.86527    -0.00000       0
  2329        1085    -0.15117    -2.92703     0.00000       0
  2330        1084    -0.14476    -2.92703    -0.00000       0
  2331        1083    -0.11210    -2.88400     0.00000       0
  2332        1082    -0.14491    -2.93051    -0.00000       0
  2333        1081    -0.16343    -2.57825    -0.00000       0
  2334        1080    -0.17477    -2.88400    -0.00000       0
  2335        1079    -0.15695    -2.93052    -0.00000       0
  2336        1078    -0.12944    -2.93052    -0.00000       0
  2337        1077    -0.12755    -2.23829     0.00000       0
  2338        1076    -0.13664    -2.93052    -0.00000       0
  2339        1075    -0.16023    -2.87238     0.00000       0
  2340        1074    -0.10618    -2.23617    -0.00000       0
  2341        1073    -0.15088    -2.93052    -0.00000       0
  2342        1072    -0.15148    -2.69395     0.00000       0
  2343        1071    -0.15422    -2.87244    -0.00000       0
  2344        1070    -0.13365    -2.76235    -0.00000       0
  2345        1069    -0.10748    -2.58174    -0.00000       0
  2346        1068    -0.13280    -2.88400    -0.00000       0
  2347        1067    -0.10537    -2.58171    -0.00000       0
  2348        1066    -0.15946    -2.39051    -0.00000       0
  2349        1065    -0.13551    -2.18599    -0.00000       0
  2350        1064    -0.17081    -2.93052    -0.00000       0
  2351        1063    -0.14531    -2.76961    -0.00000       0
  2352        1062    -0.16445    -2.93052    -0.00000       0
  2353        1061    -0.15385    -2.88400     0.00000       0
  2354        1060    -0.16647    -2.93053    -0.00000       0
  2355        1059    -0.14851    -2.76667    -0.00000       0
  2356        1058    -0.15027    -2.87211    -0.00000       0
  2357        1057    -0.13246    -2.56857    -0.00000       0
  2358        1056    -0.10542    -2.39627    -0.00000       0
  2359        1055    -0.15165    -2.87163    -0.00000       0
  2360        1054    -0.14200    -2.93052    -0.00000       0
  2361        1053    -0.15674    -2.87148     0.00000       0
  2362        1052    -0.16780    -2.89297     0.00000       0
  2363        1051    -0.12283    -2.87133    -0.00000       0
  2364        1050    -0.17671    -2.93052     0.00000       0
  2365        1049    -0.18728    -2.93055     0.00000       0
  2366        1048    -0.17143    -2.58169     0.00000       0
  2367        1047    -0.14191    -2.69326    -0.00000       0
  2368        1046    -0.17480    -2.93054     0.00000       0
  2369        1045    -0.13779    -2.89297     0.00000       0
  2370        1044    -0.16389    -2.87010    -0.00000       0
  2371        1043    -0.18361    -2.93054    -0.00000       0
  2372        1042    -0.15047    -2.89299    -0.00000       0
  2373        1041    -0.15319    -2.89299    -0.00000       0
  2374        1040    -0.18540    -2.93054    -0.00000       0
  2375        1039    -0.14399    -2.77072     0.00000       0
  2376        1038    -0.16897    -2.89299    -0.00000       0
  2377        1037    -0.14789    -2.89299     0.00000       0
  2378        1036    -0.16400    -2.93053    -0.00000       0
  2379        1035    -0.11850    -2.93053     0.00000       0
  2380        1034    -0.17699    -2.93053    -0.00000       0
  2381        1033    -0.17769    -2.58263    -0.00000       0
  2382        1032    -0.14091    -2.89298    -0.00000       0
  2383        1031    -0.15876    -2.93052    -0.00000       0
  2384        1030    -0.12740    -2.93054    -0.00000       0
  2385        1029    -0.12623    -2.93053    -0.00000       0
  2386        1028    -0.13082    -2.78864    -0.00000       0
  2387        1027    -0.10322    -2.93053    -0.00000       0
  2388        1026    -0.13060    -2.69267    -0.00000       0
  2389        1025    -0.16058    -2.58539    -0.00000       0
  2390        1024    -0.14043    -2.93052    -0.00000       0
  2391        1023    -0.19042    -2.93053    -0.00000       0
  2392        1022    -0.14260    -2.93053    -0.00000       0
  2393        1021    -0.17556    -2.78762    -0.00000       0
  2394        1020    -0.17492    -2.86788     0.00000       1
  2395        1019    -0.13202    -2.58537    -0.00000       0
  2396        1018    -0.14208    -2.89298    -0.00000       0
  2397        1017    -0.13460    -2.78640    -0.00000       0
  2398        1016    -0.14272    -2.93054    -0.00000       0
  2399        1015    -0.17674    -2.89298    -0.00000       0
  2400        1014    -0.14090    -2.69259     0.00000       1
  2401        1013    -0.17962    -2.69252    -0.00000       0
  2402        1012    -0.16727    -2.93051    -0.00000       0
  2403        1011    -0.18187    -2.69252    -0.00000       0
  2404        1010    -0.15258    -2.78586     0.00000       1
  2405        1009    -0.15229    -2.89298    -0.00000       0
  2406        1008    -0.16268    -2.87087     0.00000       2
  2407        1007    -0.14822    -2.92942     0.00000       2
  2408        1006    -0.16703    -2.89298     0.00000       1
  2409        1005    -0.15012    -2.92942    -0.00000       0
  2410        1004    -0.16607    -2.87107    -0.00000       0
  2411        1003    -0.16801    -2.92942    -0.00000       0
  2412        1002    -0.18032    -2.92942    -0.00000       0
  2413        1001    -0.17383    -2.92943    -0.00000       0
  2414        1000    -0.19432    -2.89298    -0.00000       0
  2415         999    -0.18474    -2.89298    -0.00000       0
  2416         998    -0.13843    -2.89298    -0.00000       0
  2417         997    -0.14999    -2.87168     0.00000       1
  2418         996    -0.14393    -2.89298    -0.00000       0
  2419         995    -0.17462    -2.87168    -0.00000       0
  2420         994    -0.18131    -2.89298    -0.00000       0
  2421         993    -0.17321    -2.87188    -0.00000       0
  2422         992    -0.14308    -2.69226     0.00000       1
  2423         991    -0.16883    -2.89298    -0.00000       0
  2424         990    -0.15383    -2.92944    -0.00000       0
  2425         989    -0.10940    -2.78423    -0.00000       0
  2426         988    -0.17248    -2.69525    -0.00000       0
  2427         987    -0.15075    -2.89642    -0.00000       0
  2428         986    -0.14288    -2.87649    -0.00000       0
  2429         985    -0.19915    -2.93292    -0.00000       0
  2430         984    -0.16653    -2.93292     0.00000       1
  2431         983    -0.15904    -2.93292    -0.00000       0
  2432         982    -0.17609    -2.89643    -0.00000       0
  2433         981    -0.16122    -2.87688    -0.00000       0
  2434         980    -0.16609    -2.87688    -0.00000       0
  2435         979    -0.16372    -2.56239    -0.00000       0
  2436         978    -0.17405    -2.56237    -0.00000       0
  2437         977    -0.16147    -2.87583    -0.00000       0
  2438         976    -0.15655    -2.89642    -0.00000       0
  2439         975    -0.16719    -2.93293    -0.00000       0
  2440         974    -0.16062    -2.88037    -0.00000       0
  2441         973    -0.14928    -2.88037     0.00000       2
  2442         972    -0.12840    -2.87540     0.00000       1
  2443         971    -0.18631    -2.88036    -0.00000       0
  2444         970    -0.16097    -2.88036    -0.00000       0
  2445         969    -0.19348    -2.88036    -0.00000       0
  2446         968    -0.16181    -2.93292    -0.00000       0
  2447         967    -0.16334    -2.79203     0.00000       1
  2448         966    -0.17396    -2.93294    -0.00000       0
  2449         965    -0.15761    -2.78954    -0.00000       0
  2450         964    -0.16465    -2.93297    -0.00000       0
  2451         963    -0.17651    -2.88036    -0.00000       0
  2452         962    -0.17165    -2.93298    -0.00000       0
  2453         961    -0.14878    -2.58574    -0.00000       0
  2454         960    -0.17673    -2.58574    -0.00000       0
  2455         959    -0.17087    -2.87955    -0.00000       0
  2456         958    -0.10792    -2.88036    -0.00000       0
  2457         957    -0.16439    -2.88036    -0.00000       0
  2458         956    -0.14946    -2.78768    -0.00000       0
  2459         955    -0.15563    -2.88010    -0.00000       0
  2460         954    -0.15363    -2.78914    -0.00000       0
  2461         953    -0.16460    -2.93298    -0.00000       0
  2462         952    -0.14389    -2.88030    -0.00000       0
  2463         951    -0.18932    -2.88030    -0.00000       0
  2464         950    -0.15376    -2.87735    -0.00000       0
  2465         949    -0.19185    -2.93299    -0.00000       0
  2466         948    -0.16252    -2.93299    -0.00000       0
  2467         947    -0.18767    -2.76900    -0.00000       0
  2468         946    -0.16135    -2.93299    -0.00000       0
  2469         945    -0.14113    -2.77057     0.00000       1
  2470         944    -0.13698    -2.88030     0.00000       1
  2471         943    -0.16935    -2.93300     0.00000       1
  2472         942    -0.16924    -2.87869    -0.00000       0
  2473         941    -0.13089    -2.88372    -0.00000       0
  2474         940    -0.16811    -2.93301    -0.00000       0
  2475         939    -0.19480    -2.88372    -0.00000       0
  2476         938    -0.18317    -2.87926    -0.00000       0
  2477         937    -0.17027    -2.87945    -0.00000       0
  2478         936    -0.13660    -2.37961    -0.00000       0
  2479         935    -0.18140    -2.77298     0.00000       1
  2480         934    -0.18527    -2.69847    -0.00000       0
  2481         933    -0.14625    -2.88372     0.00000       1
  2482         932    -0.16499    -2.88371    -0.00000       0
  2483         931    -0.13856    -2.88371    -0.00000       0
  2484         930    -0.15101    -2.56086    -0.00000       0
  2485         929    -0.16443    -2.93301    -0.00000       0
  2486         928    -0.15433    -2.88371    -0.00000       0
  2487         927    -0.17557    -2.93302    -0.00000       0
  2488         926    -0.17706    -2.93302    -0.00000       0
  2489         925    -0.16907    -2.58916    -0.00000       0
  2490         924    -0.16157    -2.93301    -0.00000       0
  2491         923    -0.19212    -2.93300    -0.00000       0
  2492         922    -0.17760    -2.87983     0.00000       3
  2493         921    -0.17556    -2.93300    -0.00000       0
  2494         920    -0.16810    -2.69879    -0.00000       0
  2495         919    -0.19764    -2.89798     0.00000       2
  2496         918    -0.16110    -2.93301    -0.00000       0
  2497         917    -0.15828    -2.93301     0.00000       1
  2498         916    -0.17763    -2.93300    -0.00000       0
  2499         915    -0.15372    -2.73427    -0.00000       0
  2500         914    -0.15766    -2.85327     0.00000       1
  2501         913    -0.16469    -2.90823    -0.00000       0
  2502         912    -0.19930    -2.90823    -0.00000       0
  2503         911    -0.16250    -2.69871    -0.00000       0
  2504         910    -0.13295    -2.90823    -0.00000       0
  2505         909    -0.17372    -2.87309    -0.00000       0
  2506         908    -0.17208    -2.22980    -0.00000       0
  2507         907    -0.18401    -2.85326     0.00000       2
  2508         906    -0.10458    -2.90823    -0.00000       0
  2509         905    -0.19624    -2.90823    -0.00000       0
  2510         904    -0.14607    -2.56112    -0.00000       0
  2511         903    -0.16321    -2.90823    -0.00000       0
  2512         902    -0.19411    -2.71994    -0.00000       0
  2513         901    -0.16981    -2.72079    -0.00000       0
  2514         900    -0.17423    -2.85326    -0.00000       0
  2515         899    -0.18557    -2.90823    -0.00000       0
  2516         898    -0.21183    -2.90823    -0.00000       0
  2517         897    -0.15886    -2.87341    -0.00000       0
  2518         896    -0.19293    -2.90824    -0.00000       0
  2519         895    -0.16162    -2.90824    -0.00000       0
  2520         894    -0.17673    -2.85328    -0.00000       0
  2521         893    -0.15452    -2.90824    -0.00000       0
  2522         892    -0.15535    -2.85328    -0.00000       0
  2523         891    -0.17171    -2.90823    -0.00000       0
  2524         890    -0.15600    -2.85328    -0.00000       0
  2525         889    -0.15155    -2.87480    -0.00000       0
  2526         888    -0.18689    -2.69925    -0.00000       0
  2527         887    -0.17101    -2.90824    -0.00000       0
  2528         886    -0.15783    -2.90824    -0.00000       0
  2529         885    -0.18136    -2.72214    -0.00000       0
  2530         884    -0.18298    -2.87388    -0.00000       0
  2531         883    -0.20602    -2.90823    -0.00000       0
  2532         882    -0.16111    -2.90822    -0.00000       0
  2533         881    -0.18782    -2.90822    -0.00000       0
  2534         880    -0.21067    -2.56999    -0.00000       0
  2535         879    -0.20362    -2.87753     0.00000       1
  2536         878    -0.19543    -2.69938    -0.00000       0
  2537         877    -0.18622    -2.91154    -0.00000       0
  2538         876    -0.19141    -2.91154    -0.00000       0
  2539         875    -0.18089    -2.87753    -0.00000       0
  2540         874    -0.15822    -2.72638    -0.00000       0
  2541         873    -0.16583    -2.87753    -0.00000       0
  2542         872    -0.17109    -2.72638    -0.00000       0
  2543         871    -0.21390    -2.69938    -0.00000       0
  2544         870    -0.14750    -2.23190    -0.00000       0
  2545         869    -0.16725    -2.91154    -0.00000       0
  2546         868    -0.17571    -2.91154    -0.00000       0
  2547         867    -0.20132    -2.85514    -0.00000       0
  2548         866    -0.15201    -2.23194    -0.00000       0
  2549         865    -0.14917    -2.91154    -0.00000       0
  2550         864    -0.17387    -2.87801    -0.00000       0
  2551         863    -0.15686    -2.87813    -0.00000       0
  2552         862    -0.15524    -2.91153    -0.00000       0
  2553         861    -0.18550    -2.91153    -0.00000       0
  2554         860    -0.15923    -2.71923    -0.00000       0
  2555         859    -0.19208    -2.71923    -0.00000       0
  2556         858    -0.20230    -2.87641    -0.00000       0
  2557         857    -0.18324    -2.91153    -0.00000       0
  2558         856    -0.20457    -2.85513    -0.00000       0
  2559         855    -0.18986    -2.91153    -0.00000       0
  2560         854    -0.17409    -2.87813    -0.00000       0
  2561         853    -0.16830    -2.87793    -0.00000       0
  2562         852    -0.20784    -2.87773    -0.00000       0
  2563         851    -0.18649    -2.85513    -0.00000       0
  2564         850    -0.17421    -2.87785    -0.00000       0
  2565         849    -0.16347    -2.91152    -0.00000       0
  2566         848    -0.16170    -2.87745    -0.00000       0
  2567         847    -0.15143    -2.87745    -0.00000       0
  2568         846    -0.12920    -2.91152    -0.00000       0
  2569         845    -0.18647    -2.91068     0.00000       1
  2570         844    -0.17822    -2.91067    -0.00000       0
  2571         843    -0.19876    -2.91065    -0.00000       0
  2572         842    -0.19183    -2.91063    -0.00000       0
  2573         841    -0.21087    -2.56477    -0.00000       0
  2574         840    -0.15200    -2.85511    -0.00000       0
  2575         839    -0.18785    -2.91063    -0.00000       0
  2576         838    -0.22116    -2.87679    -0.00000       0
  2577         837    -0.20378    -2.85511    -0.00000       0
  2578         836    -0.19136    -2.85511    -0.00000       0
  2579         835    -0.20424    -2.91063    -0.00000       0
  2580         834    -0.19343    -2.87597    -0.00000       0
  2581         833    -0.16054    -2.91064    -0.00000       0
  2582         832    -0.18443    -2.87622    -0.00000       0
  2583         831    -0.17297    -2.85511    -0.00000       0
  2584         830    -0.19222    -2.91064    -0.00000       0
  2585         829    -0.22592    -2.85511    -0.00000       0
  2586         828    -0.16026    -2.69675    -0.00000       0
  2587         827    -0.19328    -2.87646    -0.00000       0
  2588         826    -0.18345    -2.87658    -0.00000       0
  2589         825    -0.19018    -2.72001    -0.00000       0
  2590         824    -0.19156    -2.91062    -0.00000       0
  2591         823    -0.17170    -2.91060    -0.00000       0
  2592         822    -0.22333    -2.91340    -0.00000       0
  2593         821    -0.20484    -2.91338    -0.00000       0
  2594         820    -0.16879    -2.91338    -0.00000       0
  2595         819    -0.18705    -2.91338    -0.00000       0
  2596         818    -0.19133    -2.85704     0.00000       1
  2597         817    -0.18525    -2.87943     0.00000       1
