
=== strategy=seu-us  seed=0  missing_rate=0.2 ===
 Round  #Remaining        Mean         Min         Max    #Pos
  1099        2315    -0.06572    -2.40057     0.00000      10
  1100        2314    -0.06457    -2.03693     0.00000      12
  1101        2313    -0.08017    -2.40789     0.00000      18
  1102        2312    -0.07875    -2.45597     0.00000      20
  1103        2311    -0.02212    -2.20964     0.00000      18
  1104        2310    -0.04905    -2.77596     0.00000      15
  1105        2309    -0.05586    -2.69010     0.00000      18
  1106        2308    -0.06528    -2.45605     0.00000      19
  1107        2307    -0.04933    -2.46842     0.00000      22
  1108        2306    -0.04891    -1.98547     0.00000      19
  1109        2305    -0.04210    -2.09038     0.00000      11
  1110        2304    -0.07814    -2.69940     0.00000      10
  1111        2303    -0.08281    -2.41318     0.00000      14
  1112        2302    -0.04303    -2.41071     0.00000      17
  1113        2301    -0.06289    -1.97888     0.00000      16
  1114        2300    -0.05395    -2.46857     0.00000      14
  1115        2299    -0.05323    -2.09038     0.00000      16
  1116        2298    -0.04278    -1.86688     0.00000      17
  1117        2297    -0.02282    -1.03821     0.00000      15
  1118        2296    -0.06126    -2.09038     0.00000      26
  1119        2295    -0.05169    -1.87995     0.00000      19
  1120        2294    -0.07676    -2.70108     0.00000      25
  1121        2293    -0.07959    -2.41072     0.00000      18
  1122        2292    -0.04177    -2.58487     0.00000      20
  1123        2291    -0.07631    -2.77953     0.00000      11
  1124        2290    -0.04583    -2.27145     0.00000      19
  1125        2289    -0.05946    -2.41072     0.00000      16
  1126        2288    -0.05115    -2.41072     0.00000      23
  1127        2287    -0.05223    -2.04002     0.00000      22
  1128        2286    -0.07754    -2.77953     0.00000      13
  1129        2285    -0.06319    -2.46855     0.00000      15
  1130        2284    -0.06667    -2.70435     0.00000      13
  1131        2283    -0.08001    -2.77953     0.00000      15
  1132        2282    -0.04229    -1.97917     0.00000      14
  1133        2281    -0.08386    -2.65438     0.00000      21
  1134        2280    -0.07005    -2.70492     0.00000      15
  1135        2279    -0.07104    -2.58493     0.00000      18
  1136        2278    -0.07606    -2.65506     0.00000      13
  1137        2277    -0.05243    -2.20950     0.00000      11
  1138        2276    -0.04820    -2.41474     0.00000      20
  1139        2275    -0.06805    -2.27415     0.00000      18
  1140        2274    -0.04885    -2.69014     0.00000      16
  1141        2273    -0.06514    -2.27415     0.00000      18
  1142        2272    -0.03571    -2.77955     0.00000      12
  1143        2271    -0.05442    -2.78307     0.00000      20
  1144        2270    -0.09436    -2.78307     0.00000      12
  1145        2269    -0.07746    -2.70900     0.00000      23
  1146        2268    -0.05793    -2.09312     0.00000       9
  1147        2267    -0.05136    -1.96053     0.00000      16
  1148        2266    -0.06579    -2.41544     0.00000      14
  1149        2265    -0.06416    -2.78307     0.00000      18
  1150        2264    -0.05274    -2.69015     0.00000      16
  1151        2263    -0.08126    -2.41544     0.00000      17
  1152        2262    -0.05120    -2.41075     0.00000      12
  1153        2261    -0.05789    -2.04097     0.00000      17
  1154        2260    -0.03894    -2.00100     0.00000      15
  1155        2259    -0.06293    -2.78677     0.00000      18
  1156        2258    -0.07308    -2.09741     0.00000      15
  1157        2257    -0.07755    -2.71318     0.00000      15
  1158        2256    -0.05094    -2.65559     0.00000      10
  1159        2255    -0.06896    -2.71346     0.00000      15
  1160        2254    -0.06863    -1.96079     0.00000      17
  1161        2253    -0.07445    -2.69014     0.00000      19
  1162        2252    -0.09390    -2.78677     0.00000      10
  1163        2251    -0.05918    -1.98664     0.00000      14
  1164        2250    -0.09037    -2.71305     0.00000       8
  1165        2249    -0.07353    -2.41769     0.00000       6
  1166        2248    -0.06107    -2.69016     0.00000       9
  1167        2247    -0.09528    -2.27451     0.00000       8
  1168        2246    -0.09264    -2.65780     0.00000      10
  1169        2245    -0.06799    -2.71386     0.00000      13
  1170        2244    -0.09508    -2.71412     0.00000      11
  1171        2243    -0.06858    -2.66558     0.00000       9
  1172        2242    -0.03781    -1.81474     0.00000      12
  1173        2241    -0.07768    -2.71316     0.00000       9
  1174        2240    -0.03776    -2.66311     0.00000      10
  1175        2239    -0.04677    -2.69016     0.00000      12
  1176        2238    -0.04715    -2.44747     0.00000       9
  1177        2237    -0.05906    -1.98604     0.00000       9
  1178        2236    -0.06348    -2.58588     0.00000      11
  1179        2235    -0.08330    -2.44754     0.00000      15
  1180        2234    -0.07852    -2.71588     0.00000       9
  1181        2233    -0.05517    -2.78944     0.00000      11
  1182        2232    -0.05807    -2.71615     0.00000      12
  1183        2231    -0.03499    -1.37503     0.00000      15
  1184        2230    -0.07649    -2.71642     0.00000      12
  1185        2229    -0.04970    -2.39474     0.00000      10
  1186        2228    -0.06336    -1.98384     0.00000       8
  1187        2227    -0.04690    -2.78945     0.00000       9
  1188        2226    -0.08507    -2.78945     0.00000      10
  1189        2225    -0.05292    -2.71668     0.00000      16
  1190        2224    -0.09378    -2.71668     0.00000       6
  1191        2223    -0.05462    -2.39457     0.00000       6
  1192        2222    -0.04053    -2.71575     0.00000       6
  1193        2221    -0.06904    -2.71575     0.00000      11
  1194        2220    -0.05165    -2.09399     0.00000       8
  1195        2219    -0.05836    -2.71602     0.00000       6
  1196        2218    -0.06855    -2.71602     0.00000       4
  1197        2217    -0.06327    -2.58928     0.00000      16
  1198        2216    -0.07075    -2.44747     0.00000      13
  1199        2215    -0.07367    -2.71508     0.00000      11
  1200        2214    -0.09374    -2.69018     0.00000       8
  1201        2213    -0.06919    -2.39321     0.00000      10
  1202        2212    -0.05976    -2.66699     0.00000      10
  1203        2211    -0.07739    -2.42132     0.00000      11
  1204        2210    -0.05478    -2.45074     0.00000       8
  1205        2209    -0.08519    -2.66765     0.00000       6
  1206        2208    -0.05373    -2.45077     0.00000       4
  1207        2207    -0.07699    -2.78948     0.00000       5
  1208        2206    -0.04788    -2.31616     0.00000      10
  1209        2205    -0.04896    -2.27498     0.00000       6
  1210        2204    -0.05382    -2.27498     0.00000       6
  1211        2203    -0.08110    -2.78948     0.00000       5
  1212        2202    -0.05294    -2.45087     0.00000       8
  1213        2201    -0.07599    -2.69018     0.00000       7
  1214        2200    -0.04892    -2.58934     0.00000       8
  1215        2199    -0.06304    -2.66672     0.00000       7
  1216        2198    -0.05527    -2.29345     0.00000       6
  1217        2197    -0.08875    -2.68881     0.00000       5
  1218        2196    -0.06516    -2.68835     0.00000       8
  1219        2195    -0.05608    -2.04441     0.00000       7
  1220        2194    -0.07330    -2.01004     0.00000       5
  1221        2193    -0.05262    -2.69017     0.00000       9
  1222        2192    -0.04843    -2.58930     0.00000       3
  1223        2191    -0.05674    -2.66575     0.00000       5
  1224        2190    -0.05044    -2.04439     0.00000       5
  1225        2189    -0.09068    -2.76120     0.00000       5
  1226        2188    -0.06959    -2.76123     0.00000       5
  1227        2187    -0.05306    -1.96426     0.00000       4
  1228        2186    -0.07093    -2.45515     0.00000       7
  1229        2185    -0.05131    -2.76122     0.00000       6
  1230        2184    -0.06196    -2.45512     0.00000      11
  1231        2183    -0.06013    -2.68755     0.00000       2
  1232        2182    -0.04358    -2.01545     0.00000       3
  1233        2181    -0.04839    -1.97667     0.00000       3
  1234        2180    -0.07338    -2.07067     0.00000       4
  1235        2179    -0.03875    -1.70000     0.00000       4
  1236        2178    -0.04246    -2.30852     0.00000       5
  1237        2177    -0.08112    -2.42410     0.00000       3
  1238        2176    -0.07185    -2.68744     0.00000       3
  1239        2175    -0.05104    -2.68771     0.00000       3
  1240        2174    -0.04984    -2.42410     0.00000       0
  1241        2173    -0.07994    -2.59309     0.00000       1
  1242        2172    -0.05690    -2.76125     0.00000       5
  1243        2171    -0.06881    -2.59311     0.00000       4
  1244        2170    -0.06525    -2.70025     0.00000       3
  1245        2169    -0.08408    -2.68238     0.00000       4
  1246        2168    -0.05007    -2.02311     0.00000       4
  1247        2167    -0.03883    -1.96456     0.00000       2
  1248        2166    -0.04668    -2.76123     0.00000       0
  1249        2165    -0.06514    -2.68189     0.00000       6
  1250        2164    -0.08471    -2.70026     0.00000       5
  1251        2163    -0.04229    -2.68252     0.00000       6
  1252        2162    -0.06840    -2.30168     0.00000       6
  1253        2161    -0.08089    -2.76123     0.00000       2
  1254        2160    -0.05206    -2.04376     0.00000       2
  1255        2159    -0.05759    -2.70026     0.00000       2
  1256        2158    -0.05133    -2.28829     0.00000       6
  1257        2157    -0.07255    -2.76121     0.00000       3
  1258        2156    -0.05385    -2.68267     0.00000       9
  1259        2155    -0.06242    -2.68296     0.00000       5
  1260        2154    -0.04754    -2.45565     0.00000       2
  1261        2153    -0.08313    -2.68274     0.00000       1
  1262        2152    -0.08798    -2.70026     0.00000       4
  1263        2151    -0.06362    -2.70026     0.00000       2
  1264        2150    -0.06752    -2.70026     0.00000       0
  1265        2149    -0.05013    -2.28858     0.00000       1
  1266        2148    -0.06779    -2.30045     0.00000       2
  1267        2147    -0.07027    -2.76121     0.00000       2
  1268        2146    -0.04677    -2.45892     0.00000       2
  1269        2145    -0.07099    -2.04398     0.00000       1
  1270        2144    -0.05368    -2.42410     0.00000       2
  1271        2143    -0.08333    -2.70026     0.00000       0
  1272        2142    -0.04925    -2.04395     0.00000       3
  1273        2141    -0.07098    -2.68260     0.00000       1
  1274        2140    -0.08180    -2.42410     0.00000       0
  1275        2139    -0.04240    -2.42409     0.00000       3
  1276        2138    -0.04164    -1.88827     0.00000       3
  1277        2137    -0.06810    -2.68260     0.00000       2
  1278        2136    -0.08649    -2.76122     0.00000       1
  1279        2135    -0.08228    -2.76120     0.00000       1
  1280        2134    -0.04240    -2.01801     0.00000       1
  1281        2133    -0.03537    -1.96694     0.00000       1
  1282        2132    -0.08699    -2.42409     0.00000       1
  1283        2131    -0.05912    -2.39466     0.00000       1
  1284        2130    -0.06670    -2.68510     0.00000       1
  1285        2129    -0.06638    -2.45891     0.00000       1
  1286        2128    -0.05508    -2.28833     0.00000       1
  1287        2127    -0.08692    -2.68790     0.00000       0
  1288        2126    -0.08487    -2.70204     0.00000       3
  1289        2125    -0.06177    -2.31636     0.00000       1
  1290        2124    -0.05515    -2.70204     0.00000       2
  1291        2123    -0.06723    -2.70204     0.00000       0
  1292        2122    -0.06629    -2.76739     0.00000       2
  1293        2121    -0.06718    -2.68815     0.00000       1
  1294        2120    -0.08600    -2.70204     0.00000       0
  1295        2119    -0.08256    -2.68815     0.00000       1
  1296        2118    -0.07210    -2.68827     0.00000       1
  1297        2117    -0.09640    -2.68856     0.00000       1
  1298        2116    -0.06980    -2.68993     0.00000       0
  1299        2115    -0.08085    -2.59639     0.00000       0
  1300        2114    -0.05937    -2.76737     0.00000       0
  1301        2113    -0.06684    -2.76737     0.00000       2
  1302        2112    -0.04188    -2.39549     0.00000       0
  1303        2111    -0.05513    -2.68940     0.00000       0
  1304        2110    -0.07875    -2.68780     0.00000       0
  1305        2109    -0.06241    -2.45892     0.00000       0
  1306        2108    -0.05707    -2.68624     0.00000       1
  1307        2107    -0.06366    -2.42766     0.00000       0
  1308        2106    -0.04920    -2.45913     0.00000       0
  1309        2105    -0.04804    -2.70201     0.00000       0
  1310        2104    -0.05566    -2.70201     0.00000       0
  1311        2103    -0.09043    -2.77684     0.00000       1
  1312        2102    -0.07184    -2.32024     0.00000       1
  1313        2101    -0.08118    -2.39678     0.00000       0
  1314        2100    -0.05776    -2.42765     0.00000       0
  1315        2099    -0.06751    -2.07525     0.00000       0
  1316        2098    -0.07097    -2.71211     0.00000       0
  1317        2097    -0.06265    -2.71211     0.00000       0
  1318        2096    -0.06302    -2.31956     0.00000       1
  1319        2095    -0.08950    -2.68425     0.00000       0
  1320        2094    -0.07019    -2.77686     0.00000       0
  1321        2093    -0.05347    -2.02468     0.00000       0
  1322        2092    -0.06174    -2.71211     0.00000       0
  1323        2091    -0.07017    -2.42766     0.00000       0
  1324        2090    -0.07179    -2.71212     0.00000       1
  1325        2089    -0.08267    -2.42766     0.00000       0
  1326        2088    -0.06494    -2.68378     0.00000       0
  1327        2087    -0.08467    -2.77685     0.00000       0
  1328        2086    -0.05458    -2.42767     0.00000       0
  1329        2085    -0.06258    -2.33187     0.00000       0
  1330        2084    -0.05639    -2.42766     0.00000       0
  1331        2083    -0.07020    -2.69638     0.00000       0
  1332        2082    -0.07740    -2.77684     0.00000       0
  1333        2081    -0.05302    -2.59962     0.00000       0
  1334        2080    -0.07841    -2.59965     0.00000       0
  1335        2079    -0.05627    -2.04705     0.00000       0
  1336        2078    -0.04986    -2.61011     0.00000       1
  1337        2077    -0.05906    -2.61013     0.00000       0
  1338        2076    -0.08175    -2.28822     0.00000       0
  1339        2075    -0.07596    -2.43566     0.00000       0
  1340        2074    -0.07327    -2.69374     0.00000       0
  1341        2073    -0.07389    -2.68857     0.00000       0
  1342        2072    -0.07661    -2.69266     0.00000       0
  1343        2071    -0.04793    -2.07525     0.00000       1
  1344        2070    -0.05782    -2.72223     0.00000       1
  1345        2069    -0.07485    -2.72223     0.00000       1
  1346        2068    -0.05851    -2.77683     0.00000       0
  1347        2067    -0.05697    -2.72223     0.00000       0
  1348        2066    -0.08406    -2.68993     0.00000       0
  1349        2065    -0.05745    -2.77683     0.00000       0
  1350        2064    -0.05225    -2.69788     0.00000       0
  1351        2063    -0.08624    -2.69818     0.00000       1
  1352        2062    -0.07158    -2.72224     0.00000       0
  1353        2061    -0.05149    -2.07525     0.00000       0
  1354        2060    -0.07836    -2.60998     0.00000       0
  1355        2059    -0.05791    -2.70047     0.00000       0
  1356        2058    -0.05722    -2.61001     0.00000       0
  1357        2057    -0.05296    -2.04729     0.00000       0
  1358        2056    -0.06255    -2.70130     0.00000       0
  1359        2055    -0.08492    -2.77687     0.00000       1
  1360        2054    -0.05848    -2.77687     0.00000       0
  1361        2053    -0.09253    -2.70136     0.00000       0
  1362        2052    -0.06463    -2.70299     0.00000       0
  1363        2051    -0.06633    -2.61001     0.00000       0
  1364        2050    -0.05083    -2.43926     0.00000       0
  1365        2049    -0.06838    -2.72225     0.00000       0
  1366        2048    -0.05331    -1.99192     0.00000       0
  1367        2047    -0.08337    -2.46560     0.00000       0
  1368        2046    -0.07229    -2.35804     0.00000       0
  1369        2045    -0.07418    -2.72225     0.00000       1
  1370        2044    -0.04368    -1.61360     0.00000       0
  1371        2043    -0.07762    -2.70002     0.00000       1
  1372        2042    -0.06185    -2.72225     0.00000       0
  1373        2041    -0.07598    -2.69982     0.00000       0
  1374        2040    -0.08007    -2.77687     0.00000       0
  1375        2039    -0.06411    -2.60994     0.00000       1
  1376        2038    -0.07013    -2.35007     0.00000       0
  1377        2037    -0.06732    -2.70399     0.00000       0
  1378        2036    -0.08530    -2.77686     0.00000       0
  1379        2035    -0.04891    -2.04761     0.00000       0
  1380        2034    -0.04971    -1.78700     0.00000       0
  1381        2033    -0.04308    -2.72226     0.00000       0
  1382        2032    -0.07290    -2.28802     0.00000       0
  1383        2031    -0.07528    -2.70094     0.00000       0
  1384        2030    -0.07047    -2.46555     0.00000       0
  1385        2029    -0.05808    -2.60986     0.00000       0
  1386        2028    -0.05395    -2.72227     0.00000       0
  1387        2027    -0.06939    -2.78635     0.00000       0
  1388        2026    -0.07099    -2.60985     0.00000       0
  1389        2025    -0.08702    -2.72226     0.00000       0
  1390        2024    -0.08375    -2.43928     0.00000       0
  1391        2023    -0.06383    -2.72229     0.00000       0
  1392        2022    -0.08603    -2.46551     0.00000       0
  1393        2021    -0.06156    -2.78636     0.00000       0
  1394        2020    -0.06147    -2.78635     0.00000       0
  1395        2019    -0.06884    -2.43929     0.00000       0
  1396        2018    -0.08444    -2.28792     0.00000       1
  1397        2017    -0.08073    -2.78636     0.00000       0
  1398        2016    -0.08213    -2.72228     0.00000       0
  1399        2015    -0.07987    -2.73239     0.00000       0
  1400        2014    -0.09482    -2.73238     0.00000       0
  1401        2013    -0.05056    -2.70485     0.00000       0
  1402        2012    -0.06487    -2.78635     0.00000       0
  1403        2011    -0.07686    -2.71164     0.00000       0
  1404        2010    -0.07155    -2.73238     0.00000       0
  1405        2009    -0.10858    -2.78635     0.00000       0
  1406        2008    -0.07477    -2.32786     0.00000       0
  1407        2007    -0.06905    -2.46545     0.00000       0
  1408        2006    -0.06223    -2.73238     0.00000       0
  1409        2005    -0.08131    -2.28780     0.00000       0
  1410        2004    -0.07609    -2.78634     0.00000       0
  1411        2003    -0.10522    -2.73238     0.00000       0
  1412        2002    -0.06539    -2.46564     0.00000       0
  1413        2001    -0.06756    -2.70041     0.00000       0
  1414        2000    -0.06430    -2.08167     0.00000       0
  1415        1999    -0.08512    -2.71532     0.00000       0
  1416        1998    -0.06861    -2.69927     0.00000       0
  1417        1997    -0.04853    -2.73238     0.00000       0
  1418        1996    -0.07541    -2.69992     0.00000       0
  1419        1995    -0.11828    -2.78633     0.00000       0
  1420        1994    -0.08154    -2.73238     0.00000       0
  1421        1993    -0.07244    -2.35578     0.00000       0
  1422        1992    -0.06496    -2.41218     0.00000       0
  1423        1991    -0.05066    -2.78634     0.00000       0
  1424        1990    -0.05190    -2.71867     0.00000       0
  1425        1989    -0.07708    -2.73238     0.00000       0
  1426        1988    -0.03048    -2.37055     0.00000       0
  1427        1987    -0.07996    -2.78633     0.00000       0
  1428        1986    -0.05927    -2.69908     0.00000       0
  1429        1985    -0.09382    -2.69973     0.00000       0
  1430        1984    -0.07858    -2.70037     0.00000       0
  1431        1983    -0.08072    -2.73238     0.00000       0
  1432        1982    -0.06280    -2.73238     0.00000       0
  1433        1981    -0.05837    -2.45513     0.00000       0
  1434        1980    -0.08334    -2.78634     0.00000       0
  1435        1979    -0.07312    -2.37137     0.00000       0
  1436        1978    -0.07583    -1.97559     0.00000       0
  1437        1977    -0.09888    -2.73238     0.00000       0
  1438        1976    -0.08638    -2.71758     0.00000       0
  1439        1975    -0.06137    -2.46812     0.00000       0
  1440        1974    -0.03438    -1.44585     0.00000       0
  1441        1973    -0.04490    -1.69986     0.00000       0
  1442        1972    -0.05467    -2.60971     0.00000       0
  1443        1971    -0.07576    -2.60973     0.00000       0
  1444        1970    -0.06577    -2.06141     0.00000       0
  1445        1969    -0.07118    -2.46813     0.00000       0
  1446        1968    -0.08180    -2.71763     0.00000       0
  1447        1967    -0.07284    -2.03240     0.00000       0
  1448        1966    -0.07320    -2.73238     0.00000       0
  1449        1965    -0.09628    -2.46812     0.00000       0
  1450        1964    -0.09910    -2.73239     0.00000       0
  1451        1963    -0.05535    -2.73239     0.00000       0
  1452        1962    -0.08245    -2.73239     0.00000       0
  1453        1961    -0.08490    -2.78630     0.00000       0
  1454        1960    -0.05694    -2.73238     0.00000       0
  1455        1959    -0.05923    -2.71949     0.00000       0
  1456        1958    -0.06048    -2.78630     0.00000       0
  1457        1957    -0.06348    -2.69336     0.00000       0
  1458        1956    -0.05927    -2.45514     0.00000       0
  1459        1955    -0.06695    -2.60910     0.00000       0
  1460        1954    -0.08632    -2.78630     0.00000       0
  1461        1953    -0.09908    -2.70921     0.00000       0
  1462        1952    -0.07696    -2.35550     0.00000       0
  1463        1951    -0.07563    -2.60904     0.00000       0
  1464        1950    -0.07140    -2.41402     0.00000       0
  1465        1949    -0.06198    -1.97971     0.00000       0
  1466        1948    -0.08754    -2.74248     0.00000       0
  1467        1947    -0.06067    -2.46778     0.00000       0
  1468        1946    -0.08799    -2.70892     0.00000       0
  1469        1945    -0.09661    -2.45059     0.00000       0
  1470        1944    -0.05892    -2.70783     0.00000       0
  1471        1943    -0.07868    -2.78631     0.00000       0
  1472        1942    -0.06819    -2.28732     0.00000       0
  1473        1941    -0.06347    -2.78631     0.00000       0
  1474        1940    -0.11017    -2.71750     0.00000       0
  1475        1939    -0.07617    -2.49153     0.00000       0
  1476        1938    -0.06607    -2.07475     0.00000       0
  1477        1937    -0.08259    -2.45057     0.00000       0
  1478        1936    -0.08202    -2.75271     0.00000       0
  1479        1935    -0.06983    -2.07454     0.00000       0
  1480        1934    -0.07179    -2.43633     0.00000       0
  1481        1933    -0.09520    -2.78628     0.00000       0
  1482        1932    -0.08343    -2.78628     0.00000       0
  1483        1931    -0.06860    -2.45057     0.00000       0
  1484        1930    -0.08016    -2.43602     0.00000       0
  1485        1929    -0.10151    -2.78628     0.00000       0
  1486        1928    -0.06865    -2.43625     0.00000       0
  1487        1927    -0.08151    -2.61919     0.00000       0
  1488        1926    -0.06707    -2.71680     0.00000       0
  1489        1925    -0.06026    -2.28710     0.00000       0
  1490        1924    -0.08655    -2.78628     0.00000       0
  1491        1923    -0.09778    -2.71756     0.00000       0
  1492        1922    -0.07400    -2.49156     0.00000       0
  1493        1921    -0.08984    -2.78628     0.00000       0
  1494        1920    -0.07061    -2.71956     0.00000       0
  1495        1919    -0.06888    -2.43861     0.00000       0
  1496        1918    -0.08486    -2.70697     0.00000       0
  1497        1917    -0.09588    -2.28679     0.00000       0
  1498        1916    -0.09233    -2.45058     0.00000       0
  1499        1915    -0.09117    -2.78629     0.00000       0
  1500        1914    -0.09004    -2.49169     0.00000       0
  1501        1913    -0.09942    -2.76261     0.00000       0
  1502        1912    -0.09007    -2.72102     0.00000       0
  1503        1911    -0.06431    -2.45058     0.00000       0
  1504        1910    -0.08066    -2.76261     0.00000       0
  1505        1909    -0.07025    -2.70668     0.00000       0
  1506        1908    -0.08115    -2.76261     0.00000       0
  1507        1907    -0.08172    -2.70729     0.00000       0
  1508        1906    -0.06449    -2.28660     0.00000       0
  1509        1905    -0.05246    -1.93533     0.00000       0
  1510        1904    -0.07373    -2.71954     0.00000       0
  1511        1903    -0.04288    -2.70621     0.00000       0
  1512        1902    -0.07077    -2.45049     0.00000       0
  1513        1901    -0.08123    -2.07711     0.00000       0
  1514        1900    -0.07554    -2.77252     0.00000       0
  1515        1899    -0.05437    -2.33113     0.00000       0
  1516        1898    -0.09287    -2.77252     0.00000       0
  1517        1897    -0.10509    -2.78991     0.00000       0
  1518        1896    -0.06741    -2.45049     0.00000       0
  1519        1895    -0.05711    -2.08604     0.00000       0
  1520        1894    -0.05823    -2.28658     0.00000       0
  1521        1893    -0.06992    -1.99877     0.00000       0
  1522        1892    -0.08612    -2.78990     0.00000       0
  1523        1891    -0.08628    -2.78990     0.00000       0
  1524        1890    -0.08110    -2.77251     0.00000       0
  1525        1889    -0.06437    -2.72023     0.00000       0
  1526        1888    -0.08939    -2.45125     0.00000       0
  1527        1887    -0.05430    -2.07711     0.00000       0
  1528        1886    -0.04967    -1.99884     0.00000       0
  1529        1885    -0.05718    -1.99834     0.00000       0
  1530        1884    -0.08010    -2.77251     0.00000       0
  1531        1883    -0.06330    -2.45295     0.00000       0
  1532        1882    -0.07659    -2.78989     0.00000       0
  1533        1881    -0.06436    -2.50701     0.00000       0
  1534        1880    -0.05627    -2.77250     0.00000       0
  1535        1879    -0.08432    -2.72319     0.00000       0
  1536        1878    -0.08080    -2.77250     0.00000       0
  1537        1877    -0.11878    -2.78992     0.00000       0
  1538        1876    -0.05575    -2.72505     0.00000       0
  1539        1875    -0.08308    -2.77252     0.00000       0
  1540        1874    -0.08186    -2.08604     0.00000       0
  1541        1873    -0.09090    -2.78989     0.00000       0
  1542        1872    -0.05887    -2.78989     0.00000       0
  1543        1871    -0.08768    -2.71054     0.00000       0
  1544        1870    -0.05677    -2.28492     0.00000       0
  1545        1869    -0.07402    -1.99914     0.00000       0
  1546        1868    -0.06204    -2.72493     0.00000       1
  1547        1867    -0.07609    -2.45059     0.00000       1
  1548        1866    -0.09571    -2.78988     0.00000       1
  1549        1865    -0.05128    -2.78988     0.00000       1
  1550        1864    -0.06100    -2.77252     0.00000       0
  1551        1863    -0.11405    -2.78988     0.00000       0
  1552        1862    -0.06151    -2.61830     0.00000       0
  1553        1861    -0.06962    -2.78988     0.00000       0
  1554        1860    -0.10546    -2.45441     0.00000       1
  1555        1859    -0.10549    -2.77255     0.00000       0
  1556        1858    -0.08719    -2.78987     0.00000       2
  1557        1857    -0.11434    -2.78987     0.00000       0
  1558        1856    -0.09145    -2.72350     0.00000       0
  1559        1855    -0.07787    -2.72375     0.00000       0
  1560        1854    -0.10234    -2.78987     0.00000       0
  1561        1853    -0.06191    -2.50706     0.00000       0
  1562        1852    -0.07577    -2.77253     0.00000       0
  1563        1851    -0.07275    -2.77253     0.00000       0
  1564        1850    -0.08727    -2.70105     0.00000       0
  1565        1849    -0.08522    -2.78987     0.00000       0
  1566        1848    -0.07514    -2.77253     0.00000       0
  1567        1847    -0.08212    -2.77253     0.00000       0
  1568        1846    -0.08446    -2.77253     0.00000       0
  1569        1845    -0.07849    -2.70055     0.00000       1
  1570        1844    -0.07702    -2.77253     0.00000       0
  1571        1843    -0.05310    -2.08604     0.00000       1
  1572        1842    -0.07091    -2.70055     0.00000       0
  1573        1841    -0.08019    -2.50701     0.00000       0
  1574        1840    -0.08529    -2.72362     0.00000       2
  1575        1839    -0.06139    -2.07755     0.00000       0
  1576        1838    -0.07730    -2.45381     0.00000       0
  1577        1837    -0.05812    -2.77252     0.00000       0
  1578        1836    -0.06081    -2.09242     0.00000       0
  1579        1835    -0.11007    -2.79938     0.00000       0
  1580        1834    -0.07956    -2.61821     0.00000       0
  1581        1833    -0.05141    -2.06386     0.00000       0
  1582        1832    -0.07281    -2.45366     0.00000       0
  1583        1831    -0.08599    -2.28487     0.00000       0
  1584        1830    -0.08178    -2.77252     0.00000       1
  1585        1829    -0.09801    -2.69325     0.00000       0
  1586        1828    -0.05186    -2.34460     0.00000       0
  1587        1827    -0.08619    -2.50698     0.00000       0
  1588        1826    -0.08685    -2.45532     0.00000       0
  1589        1825    -0.08457    -2.61825     0.00000       0
  1590        1824    -0.05791    -2.80302     0.00000       1
  1591        1823    -0.09427    -2.61825     0.00000       0
  1592        1822    -0.09384    -2.80301     0.00000       0
  1593        1821    -0.08859    -2.73764     0.00000       0
  1594        1820    -0.07776    -2.80301     0.00000       0
  1595        1819    -0.07844    -2.69084     0.00000       0
  1596        1818    -0.10110    -2.61822     0.00000       0
  1597        1817    -0.08847    -2.73706     0.00000       0
  1598        1816    -0.05767    -1.86114     0.00000       0
  1599        1815    -0.07458    -2.80301     0.00000       0
  1600        1814    -0.10531    -2.80300     0.00000       0
  1601        1813    -0.07502    -2.09683     0.00000       0
  1602        1812    -0.09441    -2.45441     0.00000       0
  1603        1811    -0.03367    -1.86110     0.00000       0
  1604        1810    -0.05725    -2.50690     0.00000       0
  1605        1809    -0.06713    -2.80300     0.00000       0
  1606        1808    -0.06497    -2.45060     0.00000       0
  1607        1807    -0.05717    -2.62166     0.00000       0
  1608        1806    -0.06500    -2.80300     0.00000       0
  1609        1805    -0.06803    -2.78241     0.00000       0
  1610        1804    -0.09099    -2.62163     0.00000       0
  1611        1803    -0.09151    -2.80662     0.00000       0
  1612        1802    -0.05566    -2.00268     0.00000       0
  1613        1801    -0.10993    -2.80662     0.00000       0
  1614        1800    -0.07734    -2.46078     0.00000       0
  1615        1799    -0.07142    -2.78241     0.00000       0
  1616        1798    -0.10464    -2.78241     0.00000       0
  1617        1797    -0.06358    -2.02798     0.00000       0
  1618        1796    -0.07622    -2.35932     0.00000       0
  1619        1795    -0.09040    -2.80661     0.00000       0
  1620        1794    -0.05972    -2.78240     0.00000       0
  1621        1793    -0.09670    -2.62153     0.00000       0
  1622        1792    -0.11017    -2.74821     0.00000       0
  1623        1791    -0.07314    -2.74842     0.00000       1
  1624        1790    -0.08986    -2.62150     0.00000       0
  1625        1789    -0.09561    -2.78240     0.00000       0
  1626        1788    -0.08387    -2.78240     0.00000       0
  1627        1787    -0.06078    -2.62145     0.00000       0
  1628        1786    -0.10035    -2.78240     0.00000       0
  1629        1785    -0.07022    -2.74810     0.00000       0
  1630        1784    -0.08482    -2.78240     0.00000       0
  1631        1783    -0.10223    -2.80660     0.00000       0
  1632        1782    -0.08946    -2.07025     0.00000       0
  1633        1781    -0.08157    -2.62134     0.00000       0
  1634        1780    -0.07781    -2.78240     0.00000       0
